System check identified no issues (0 silenced).

You have 1 unapplied migration(s). Your project may not work properly until you apply the migrations for app(s): Product.
Run 'python manage.py migrate' to apply them.
May 13, 2022 - 15:30:17
Django version 2.1.11, using settings 'Autotest_platform.settings'
Starting development server at http://0.0.0.0:8000/
Quit the server with CTRL-BREAK.
Performing system checks...

System check identified no issues (0 silenced).

You have 1 unapplied migration(s). Your project may not work properly until you apply the migrations for app(s): Product.
Run 'python manage.py migrate' to apply them.
May 13, 2022 - 17:54:54
Django version 2.1.11, using settings 'Autotest_platform.settings'
Starting development server at http://0.0.0.0:8000/
Quit the server with CTRL-BREAK.
